3.266667,33000.0,60.2,-1.366667,97.087379,4.965394,0.047839,1.817767,101.873333,4.8,98.4,1
2.933333,33900.0,63.8,-1.1,95.145631,4.969502,0.039154,0.611778,104.3,4.333333,100.3,1
0.433333,32900.0,69.5,-1.966667,93.779904,6.001554,0.026444,-0.565359,106.306667,4.333333,104.2,1
2.566667,29500.0,65.2,-1.566667,93.203883,4.466118,0.028392,-0.687658,101.966667,10.1,95.4,1
2.7,30100.0,66.7,-0.5,91.262136,4.322814,0.026769,-1.107606,104.3,8.833333,96.8,1
-0.233333,29000.0,74.4,-1.033333,92.344498,5.137031,0.029216,-1.416935,106.1,8.0,100.9,1
2.466667,41700.0,27.5,5.066667,100.0,4.789624,0.165468,-13.75088,101.766667,4.166667,102.5,1
1.4,42800.0,34.5,4.4,99.514563,4.5454,0.215562,-13.651115,104.2,3.666667,104.4,1
-1.666667,40600.0,41.8,1.766667,100.0,5.683394,0.445261,-7.305056,106.4,4.366667,109.1,1
3.733333,23500.0,36.2,1.866667,80.582524,8.124658,0.020702,3.942125,103.356667,8.666667,99.9,1
2.833333,23900.0,40.1,-0.066667,78.640777,8.07364,0.02359,3.673857,106.993333,9.366667,102.2,1
0.233333,22800.0,53.8,-4.6,77.511962,10.153257,0.032908,2.916238,109.353333,12.533333,103.4,1
4.2,34000.0,35.2,4.066667,97.572816,3.838846,0.062102,-11.215312,101.386667,7.666667,97.1,1
3.333333,34900.0,33.9,4.566667,99.029126,3.993419,0.058319,-13.649466,103.69,7.0,100.7,1
-0.933333,32500.0,43.3,2.366667,99.043062,6.321268,0.083527,-13.572849,106.15,7.166667,106.5,1
2.2,29600.0,64.2,-2.633333,89.320388,9.555359,0.055247,-8.769665,101.82,8.966667,98.8,1
1.566667,30100.0,68.2,-2.766667,91.747573,9.348913,0.038869,-9.526378,104.093333,8.466667,99.4,1
-0.166667,29300.0,79.0,-4.5,89.952153,11.719084,0.040507,-8.272577,105.766667,8.566667,102.1,1
2.733333,33700.0,44.4,-2.933333,92.718447,20.602721,0.048685,-2.846171,102.333333,5.166667,99.4,1
1.666667,29300.0,54.8,-3.466667,93.68932,17.148568,0.051279,-2.443686,105.166667,5.433333,99.9,1
-0.666667,25300.0,69.6,-6.4,90.909091,21.191928,0.05321,-1.793209,108.0,6.166667,103.9,1
5.266667,43500.0,24.8,1.566667,92.23301,14.878943,0.002963,-19.174035,102.766667,4.5,103.4,1
2.5,40500.0,44.2,-1.433333,90.776699,15.685342,0.003272,-19.370665,105.733333,5.133333,113.8,1
5.666667,78100.0,6.7,1.7,91.262136,30.727804,0.001189,-8.296813,102.883333,4.466667,93.0,1
4.133333,80800.0,13.7,2.7,93.203883,31.518459,0.003308,-7.064996,106.22,4.566667,94.6,1
0.7,75200.0,14.8,1.933333,94.736842,36.582777,0.003831,-6.232259,108.573333,4.733333,102.6,1
