3.1,34900.0,45.3,0.133333,94.660194,6.128181,0.015754,2.82543,101.636667,4.433333,98.7,1
3.033333,36200.0,58.5,0.4,94.660194,5.307777,0.016661,3.725666,103.483333,3.7,99.5,1
0.733333,34600.0,60.8,-1.633333,95.215311,6.078581,0.016885,3.700058,105.123333,3.466667,105.1,1
3.6,36900.0,40.2,2.7,98.058252,3.276087,0.120306,8.125553,101.566667,6.966667,99.0,1
2.333333,36100.0,38.8,2.7,98.058252,4.451195,0.116193,8.806157,103.783333,6.466667,98.9,1
-0.833333,31300.0,42.7,1.7,98.564593,6.411898,0.220917,8.359924,106.19,6.866667,101.6,1
-0.033333,34100.0,71.8,-3.133333,97.607656,5.164874,0.032512,-0.617797,108.173333,4.333333,102.3,1
2.433333,31600.0,84.1,-0.966667,91.747573,5.537665,0.023897,-18.129064,102.173333,8.1,99.3,2
2.2,32299.0,89.3,-0.5,87.864078,5.510945,0.019258,-21.949594,105.13,7.6,101.6,2
0.366667,31500.0,95.9,-2.466667,92.822967,6.017285,0.022844,-19.072495,107.306667,7.466667,104.2,2
4.266667,21600.0,48.9,1.066667,88.834951,9.719973,0.043047,2.406201,105.246667,4.066667,92.0,2
2.266667,21100.0,58.5,-0.566667,88.995215,13.318805,0.049918,2.505463,107.57,4.3,95.5,2
-1.6,35900.0,65.2,-7.133333,87.559809,16.344741,0.002966,-8.979946,107.2,7.6,115.8,2
1.6,26200.0,103.1,-3.133333,64.07767,5.685215,0.041031,-10.695896,102.166667,6.866667,99.5,2
0.9,26300.0,105.8,-2.566667,66.019417,5.343984,0.054991,-12.646662,104.833333,6.533333,101.4,2
-1.533333,25400.0,115.5,-3.233333,67.942584,7.069235,0.06495,-7.638839,107.033333,6.866667,103.0,2
1.533333,16000.0,68.3,-4.366667,78.15534,8.879506,0.01042,-10.369534,102.86,8.7,96.6,2
1.266667,16200.0,71.6,-3.6,81.553398,8.686259,0.010038,-11.141601,105.64,8.666667,98.4,2
-0.166667,15800.0,83.0,-5.6,85.167464,11.625723,0.008892,-11.220502,107.08,9.333333,101.8,2
5.566667,17100.0,23.1,-0.966667,80.097087,2.12987,0.025978,-7.210115,102.976667,5.8,97.5,2
5.433333,18400.0,21.9,-1.1,84.951456,2.181399,0.022187,-6.463106,107.07,5.1,99.4,2
0.833333,17300.0,35.3,-2.666667,84.688995,2.815402,0.020338,-4.71125,110.64,5.066667,105.0,2
4.366667,20300.0,58.8,-0.033333,88.349515,6.771294,0.51075,2.89389,102.236667,4.6,94.6,3
6.5,12800.0,27.9,-2.1,78.640777,0.845091,0.268413,6.267233,102.4,6.8,99.2,3
5.266667,14800.0,28.7,-1.766667,79.61165,0.835702,0.270483,6.661576,106.3,5.633333,100.6,3
1.366667,13500.0,34.4,-2.9,78.947368,1.056506,0.332518,6.450268,109.733333,5.466667,101.1,3
8.833333,12000.0,3.7,2.166667,83.009709,2.342425,0.181531,-4.115638,105.313333,6.166667,105.4,3
4.633333,12200.0,4.5,0.666667,83.980583,2.324663,0.226853,-4.838579,113.083333,5.366667,114.1,3
-3.5,10300.0,7.2,-0.833333,82.77512,2.7946,0.329658,-4.634933,119.453333,8.0,116.9,3
3.6,19900.0,107.4,-5.8,72.815534,8.664062,0.00427,-2.213307,103.236667,9.033333,95.5,3
2.766667,20700.0,113.0,-7.333333,73.300971,8.9728,0.001269,-2.62172,106.87,8.3,97.6,3
-0.166667,20500.0,129.3,-10.7,69.37799,13.216434,0.00195,-2.422461,109.9,8.5,101.8,3
2.666667,9900.0,67.0,-7.433333,77.669903,2.188267,0.197366,-8.156295,105.436667,7.366667,99.4,3
1.633333,10500.0,72.9,-6.033333,75.242718,2.584669,0.272907,-11.400093,111.786667,7.566667,98.5,3
10.3,9200.0,9.0,-0.433333,69.417476,4.357434,0.293103,10.666683,107.963333,7.233333,110.7,3
5.833333,10100.0,19.8,-1.7,70.873786,4.284184,0.270144,8.511748,119.7,6.766667,118.3,3
8.466667,8500.0,16.8,-0.633333,74.757282,1.94494,0.26745,-7.285066,104.54,6.066667,101.4,3
6.833333,9700.0,15.5,-1.566667,72.330097,1.676812,0.192438,-7.330654,111.876667,5.233333,102.0,3
3.6,13300.0,62.1,-2.7,83.980583,5.36133,0.086645,7.819115,101.956667,6.9,99.5,3
3.8,14100.0,62.2,-3.266667,86.893204,8.153572,0.037139,6.781744,104.666667,6.466667,100.0,3
2.0,14000.0,67.8,-3.566667,82.296651,8.762633,0.046513,5.08546,107.18,6.466667,102.7,3
5.533333,8200.0,45.0,-3.2,66.504854,1.840886,0.272835,-4.139793,101.733333,13.766667,96.2,3
6.033333,9500.0,47.1,-3.066667,68.446602,1.694298,0.256239,-5.526432,104.5,10.2,100.3,3
4.5,8100.0,50.9,-4.3,69.856459,2.286606,0.395993,-5.544685,108.266667,8.3,98.9,3
8.5,10200.0,29.6,-2.6,77.184466,0.930728,0.283836,-2.993999,103.496667,13.6,97.5,3
8.233333,11900.0,27.8,-2.366667,77.669903,0.97695,0.228546,-4.717757,106.966667,11.333333,98.4,3
3.833333,11600.0,35.5,-3.966667,76.555024,1.479605,0.000777,-4.318526,109.356667,10.866667,107.0,3
6.433333,4000.0,17.2,1.366667,53.883495,2.332024,0.458788,-2.438794,107.656667,8.666667,96.6,4
6.366667,4600.0,13.7,1.6,52.912621,2.504002,0.426102,-2.819215,117.443333,7.166667,100.1,4
2.366667,4600.0,14.6,-0.466667,57.894737,3.339657,0.571143,-2.953277,125.823333,6.433333,108.2,4
-1.933333,9100.0,79.7,-4.466667,73.684211,3.3681,0.42978,-12.690241,118.393333,8.4,97.9,4
-3.8,8200.0,36.7,-4.766667,71.291866,5.139901,0.528197,7.221001,130.716667,10.2,110.3,4
-0.7,8000.0,29.4,-4.6,72.727273,2.296177,0.290486,-4.918252,119.643333,7.933333,104.4,4
6.133333,5800.0,12.8,-2.1,45.145631,16.041957,0.470071,-10.835685,106.146667,6.966667,96.3,4
7.166667,6500.0,13.4,-3.6,45.631068,2.35696,0.42615,-11.821943,113.043333,6.5,102.7,4
2.333333,5500.0,23.6,-5.866667,47.368421,3.27851,0.629635,-9.7295,119.986667,6.366667,97.1,4
